phyto_class,Diatom,Diatom,Dinoflagellate,Dinoflagellate,Haptophyte,Haptophyte,Chlorophyte,Cryptophyte,Cryptophyte,Cyanophyte,Cyanophyte,NAP,CDOM
522,7.58417819824908e-05,0.0006472245,0.000376856,0.000429582,0.001442975,0.00128535,2.61830676432572e-05,0.000471322,0.004806112000000008,0.0010654555,1.33503492256301e-05,0.016597593075445935,0.03308001625795966
523,7.65561988138944e-05,0.0006558645,0.000381122,0.000441149,0.00147858,0.001312865,2.72427186557518e-05,0.0004789375,0.004877447925925926,0.0010960655,1.39387488612208e-05,0.016733663154456582,0.03325932666162716
524,7.72880542219712e-05,0.0006643655,0.000385488,0.0004527935,0.00151456,0.00134017,2.83071305471779e-05,0.0004852355,0.004927171185185188,0.001126501,1.45353477072578e-05,0.01686973323346723,0.03343572032989969
525,7.80357243716464e-05,0.000672677,0.000389913,0.000464291,0.001550855,0.001367125,2.93751400258509e-05,0.000490499,0.004976894444444449,0.001156765,1.51377163680534e-05,0.017005803312477877,0.033612113998172224
526,7.88150946060435e-05,0.000680828,0.000394408,0.000475594,0.001586825,0.001393505,3.04400689358035e-05,0.000494465,0.005026617703703714,0.00118625,1.57398724567264e-05,0.017141873391488524,0.033788507666444756
527,7.96414854560859e-05,0.0006888745,0.0003989875,0.0004866805,0.001622015,0.00141922,3.15001292546316e-05,0.0004969805,0.005066608199999996,0.00121453,1.63383540844215e-05,0.01727794347049917,0.03396490133471729
528,8.05256989550975e-05,0.000696984,0.0004036775,0.000497652,0.001656935,0.001444775,3.25788237828522e-05,0.000498342,0.005083389799999996,0.00124215,1.69435469177042e-05,0.017414013549509805,0.03424490259297938
529,8.14713357808529e-05,0.000705298,0.000408506,0.0005085775,0.00169188,0.00147054,3.36851572598018e-05,0.0004988025,0.005100171399999994,0.001269345,1.75565745520802e-05,0.017550083628520452,0.03456761727441984
530,8.24644874329286e-05,0.0007138205,0.0004134935,0.0005193965,0.001726425,0.00149629,3.4787052994399e-05,0.000498369,0.0051169529999999935,0.001295435,1.8155906468266e-05,0.0176861537075311,0.034890331955860276
531,8.34949166902005e-05,0.0007225505,0.000418653,0.000530058,0.00176025,0.00152179,3.58614174924602e-05,0.0004970425,0.005132938147058813,0.00131994,1.87264804129973e-05,0.017879297772416522,0.03521304663730074
532,8.45555634001695e-05,0.0007315195,0.000423975,0.0005407375,0.00179325,0.00154711,3.69122145626885e-05,0.000495072,0.00512635712745097,0.00134299,1.92699665958093e-05,0.018081571439220984,0.03571356351314228
533,8.56488280146851e-05,0.0007408375,0.000429531,0.0005517995,0.001825305,0.001572455,3.79425247738044e-05,0.000492712,0.005119776107843126,0.001364565,1.97831460674157e-05,0.01828384510602546,0.0362342339042038
534,8.6789607455521e-05,0.00075064,0.0004354645,0.0005635575,0.00185629,0.001597935,3.89457776820336e-05,0.000489966,0.005113195088235283,0.001384285,2.02545095657455e-05,0.018486118772829935,0.036686016154868634
535,8.79823496187518e-05,0.0007609905,0.0004418455,0.0005761845,0.00188622,0.00162363,3.99176647996553e-05,0.0004868825,0.00510661406862744,0.001402025,2.06782265411479e-05,0.018688392439634396,0.037025101393953846
536,8.92136402146286e-05,0.000771874,0.000448686,0.0005897685,0.00191563,0.001649715,4.0857949159844897e-05,0.000483688,0.005100033049019597,0.00141819,2.10558457333738e-05,0.018890666106438872,0.03736418663303909
537,9.0469923750353e-05,0.0007833115,0.000456038,0.0006041415,0.001944505,0.001676045,4.17541146057734e-05,0.000480652,0.0050934520294117535,0.001432785,2.1378560583055e-05,0.019092939773243348,0.0377032718721243
538,9.17494351878001e-05,0.0007953575,0.000463965,0.0006190975,0.00197234,0.00170233,4.25898104265403e-05,0.000477862,0.00508687100980391,0.00144541,2.16334649255998e-05,0.01929521344004781,0.03783231850117093
539,9.30587404687941e-05,0.0008080395,0.000472491,0.000634687,0.00199923,0.00172862,4.33716501507971e-05,0.000475309,0.0050722338499999825,0.001456225,2.18252049802612e-05,0.019490647408942338,0.03796034047919292
540,9.44193024569331e-05,0.0008213815,0.0004816365,0.000651027,0.002025515,0.001754975,4.41266479965532e-05,0.0004729895,0.005055452249999981,0.00146572,2.19693896143334e-05,0.019673505731949342,0.03808836245721489
541,9.58759531205874e-05,0.0008354075,0.0004914595,0.0006683885,0.00205145,0.00178115,4.48711762171478e-05,0.000470964,0.005038670649999978,0.00147398,2.2064895232311e-05,0.01985636405495636,0.03821638443523688
542,9.74617339734538e-05,0.0008501485,0.0005020265,0.0006870055,0.00207707,0.001806885,4.56038991813873e-05,0.000469287,0.0050218890499999745,0.00148078,2.21013058001822e-05,0.020039222377963364,0.038344406413258855
543,9.91756565941825e-05,0.0008655675,0.0005133,0.0007067995,0.002102385,0.00183208,4.63259370960793e-05,0.000467954,0.005009307868421035,0.00148624,2.2083540844215e-05,0.02022208070097037,0.038472428391280844
544,0.000100993645862751,0.000881583,0.000525193,0.0007272975,0.002127295,0.001856515,4.70305902628178e-05,0.000466986,0.0050004754473684035,0.0014905,2.20184026723353e-05,0.020404939023977373,0.038638693943910035
545,0.000102880401016662,0.0008981875,0.000537701,0.0007478745,0.00215155,0.001879965,4.76996984058596e-05,0.000466429,0.004991643026315772,0.001493455,2.19059823868813e-05,0.020587797346984377,0.03883125592738114
546,0.000104821236938718,0.000915414,0.0005508695,0.0007682355,0.002174985,0.00190231,4.83222748815166e-05,0.000466304,0.004982810605263141,0.001494985,2.17449741876708e-05,0.02077065566999138,0.03902381791085223
547,0.000106821025134143,0.000933266,0.000564703,0.0007885965,0.002198025,0.00192379,4.89077983627747e-05,0.000466517,0.004973978184210509,0.001495395,2.15456119040389e-05,0.020953513992998385,0.03921637989432332
548,0.000108913795537984,0.0009516855,0.000579196,0.000808999,0.002221195,0.00194477,4.94607927617406e-05,0.00046696,0.004965145763157877,0.001494965,2.13095657455208e-05,0.02121149620151938,0.039438696436960796
549,0.000111146145156735,0.000970609,0.0005943755,0.0008291485,0.002244595,0.001965385,4.99726411029729e-05,0.0004676105,0.0049563133421052456,0.00149364,2.10260552687519e-05,0.02148427668932429,0.03971984274163656
550,0.000113536006777746,0.0009900455,0.0006102775,0.0008488965,0.00226828,0.001985835,5.0441189142611e-05,0.0004684485,0.004947480921052614,0.001491455,2.06963255390222e-05,0.02175705717712917,0.0400009890463123
551,0.000116056551821519,0.00101001,0.0006268765,0.0008679965,0.00229217,0.00200651,5.08666523050409e-05,0.0004694005,0.004943428713333326,0.001488645,2.03358032189493e-05,0.022029837664934077,0.04028213535098804
552,0.000118610844394239,0.00103017,0.0006437515,0.000886056,0.00231537,0.002026855,5.12345971563981e-05,0.000470393,0.004945666259999994,0.001485395,1.996210142727e-05,0.022302618152738984,0.04056328165566378
553,0.000121128353572437,0.001050196,0.0006605165,0.000902825,0.00233707,0.00204608,5.15301594140457e-05,0.0004714125,0.004947903806666662,0.0014817,1.95814454904343e-05,0.022575398640543864,0.04099243470076119
554,0.000123622423044338,0.001070063,0.0006771455,0.0009184585,0.00235736,0.00206422,5.17608789314951e-05,0.0004724335,0.004950141353333331,0.00147765,1.91961129668995e-05,0.022848179128348772,0.0414941093419095
555,0.000126211875176504,0.001090676,0.000694962,0.0009335055,0.002377775,0.002082,5.1941619991383e-05,0.000473387,0.0049523788999999985,0.001473035,1.87942301852414e-05,0.02310286277816692,0.041995783983057755
556,0.00012904737362327,0.00111347,0.0007161285,0.000948331,0.00240038,0.00210038,5.20775527789746e-05,0.0004742205,0.0049556878981481525,0.00146739,1.83569389614333e-05,0.023346629125159057,0.04232864638555871
557,0.000132108161536289,0.001138235,0.000740704,0.0009631395,0.002425225,0.00211911,5.21609220163723e-05,0.000474903,0.004968118712962967,0.001460505,1.78876708168843e-05,0.02359039547215122,0.042599127314248544
558,0.000135247670149675,0.00116377,0.000767314,0.0009784255,0.00245124,0.00213718,5.2186126669539e-05,0.0004754135,0.0049805495277777815,0.00145233,1.74084421500152e-05,0.023834161819143385,0.04286960824293838
559,0.000138373623270263,0.001189625,0.0007954095,0.000994614,0.00247792,0.002154045,5.21563981042654e-05,0.000475759,0.004992980342592596,0.00144289,1.69364409353173e-05,0.02407792816613552,0.04314008917162822
560,0.000141466252471053,0.001215825,0.000825114,0.0010118345,0.00250522,0.00216953,5.20730288668677e-05,0.0004759455,0.00500541115740741,0.00143221,1.6474855754631e-05,0.024321694513127684,0.0434921455217496
561,0.000144528593617622,0.001242025,0.0008563745,0.00102908,0.00253303,0.002183365,5.1920292977165e-05,0.000476027,0.005017841972222225,0.00142025,1.6014606741573e-05,0.02456546086011982,0.04392993257811703
562,0.000147640214628636,0.001268165,0.0008894955,0.001045339,0.002562025,0.00219614,5.16956053425248e-05,0.000476078,0.005032714942307694,0.001406975,1.55414211964774e-05,0.024809227207111983,0.04436771963448449
563,0.000150874188082463,0.001294525,0.0009249875,0.0010606105,0.002592995,0.0022086,5.14121068504955e-05,0.0004761185,0.005052078326923077,0.001392415,1.50507743698755e-05,0.025056336880452557,0.044785026004669756
564,0.000154212722394804,0.00132094,0.0009627765,0.0010748675,0.00262571,0.00222058,5.10717363205515e-05,0.000476234,0.0050714417115384595,0.00137658,1.45455815365928e-05,0.025306141948678695,0.04504840204084161
565,0.000157492586839876,0.001345905,0.0010007735,0.00108798,0.002657965,0.002230935,5.06800947867299e-05,0.0004767335,0.00509080509615384,0.00135981,1.40465532948679e-05,0.025555947016904806,0.045311778077013434
566,0.000160523157300198,0.001367535,0.0010362355,0.00109977,0.002687165,0.002238385,5.02434295562258e-05,0.000477855,0.005110168480769223,0.00134264,1.35778924992408e-05,0.025805752085130945,0.04557515411318529
567,0.000163323213781418,0.001385975,0.00106912,0.00110997,0.002713235,0.00224315,4.97699267557088e-05,0.0004796425,0.005129531865384606,0.001325315,1.31370179167932e-05,0.026055557153357056,0.04583853014935711
568,0.000165985597288901,0.001402195,0.0010998735,0.001117905,0.00273676,0.00224582,4.92701421800948e-05,0.000482221,0.005164627999999994,0.00130793,1.27105982386881e-05,0.026305362221583195,0.04612588777177962
569,0.000168523722112398,0.001416335,0.0011276625,0.00112294,0.002757565,0.00224635,4.87477380439466e-05,0.000485731,0.00520335476923077,0.001290505,1.22928332827209e-05,0.026555167289809306,0.04644265514338081
570,0.000170911465687659,0.001428185,0.001151865,0.00112484,0.00277535,0.002244455,4.82012063765618e-05,0.000490229,0.005242081538461542,0.001273035,1.18830549650774e-05,0.026791716997411633,0.046759422514981996
571,0.000173112821236939,0.001437965,0.001172455,0.001124545,0.002790035,0.002239945,4.76428263679449e-05,0.000495687,0.0052808083076923175,0.00125557,1.14887336774977e-05,0.027001942561321407,0.047076189886583186
572,0.000175108020333239,0.00144582,0.001189115,0.00112311,0.00280129,0.00223216,4.70827229642396e-05,0.000502329,0.005319535076923093,0.0012379,1.11116914667476e-05,0.02721216812523118,0.047392957258184376
573,0.000176894944930811,0.00145158,0.00120133,0.001120595,0.00280872,0.00222051,4.65172339508832e-05,0.000510455,0.00536295600000003,0.001219775,1.07457637412694e-05,0.027422393689140956,0.047681532032737534
574,0.000178487715334651,0.001455365,0.00120914,0.00111701,0.00281254,0.00220524,4.59461654459285e-05,0.000520054,0.0054188946666666946,0.00120124,1.03892802915275e-05,0.02763261925305073,0.047962678337413245
575,0.000179939988703756,0.001457705,0.001213255,0.00111222,0.00281353,0.00218685,4.53719302024989e-05,0.000530943,0.005474833333333366,0.00118244,1.00402064986335e-05,0.0277379636126526,0.048243824642088956
576,0.000181256001129624,0.001459005,0.00121422,0.001105885,0.00281206,0.00216554,4.48029728565274e-05,0.0005430675,0.005530772000000031,0.001163555,9.7000607348922e-06,0.027788331100763283,0.048524970946764695
577,0.00018240398192601,0.001459275,0.00121197,0.00109782,0.002807975,0.002141265,4.42453037483843e-05,0.000556558,0.005586710666666696,0.001144655,9.37078651685393e-06,0.027838698588873962,0.04877695940243831
578,0.00018340228748941,0.00145873,0.00120737,0.00108837,0.002801655,0.0021144,4.36996984058596e-05,0.000571441,0.005640131115384642,0.001125765,9.05244457941087e-06,0.027889066076984645,0.048827999928177615
579,0.000184291866704321,0.00145771,0.00120186,0.001078095,0.00279356,0.00208521,4.31680741059888e-05,0.000587774,0.0056917668076923306,0.00110696,8.74476161554813e-06,0.027939433565095328,0.04887904045391693
580,0.000185084015814742,0.001456305,0.001196,0.00106727,0.00278366,0.002053485,4.26504308487721e-05,0.0006057245,0.005743402500000019,0.0010882885,8.44664439720619e-06,0.027989801053206007,0.048930080979656246
581,0.000185754730302175,0.00145446,0.00118981,0.001055923,0.002771775,0.002019055,4.21444420508402e-05,0.0006254495,0.005795038192307707,0.0010697525,8.15730337078652e-06,0.02804016854131669,0.04898112150539556
582,0.000186280711663372,0.001452305,0.00118362,0.0010441205,0.00275821,0.001982655,4.16537268418785e-05,0.0006468435,0.005846673884615395,0.0010516175,7.88199210446401e-06,0.02809053602942737,0.04903216203113487
583,0.000186654899745835,0.00145023,0.001177705,0.001033111,0.002743615,0.0019451,4.1185911245153e-05,0.00066969,0.005896710343137251,0.001034309,7.62632857576678e-06,0.028107675853005717,0.04908320255687418
584,0.000186878000564812,0.00144846,0.001172005,0.001024072,0.00272827,0.00190651,4.07430417923309e-05,0.00069401,0.00591316289215686,0.0010179645,7.38967506832675e-06,0.028094042149085292,0.049148865263760805
585,0.000186967664501553,0.00144698,0.001166505,0.001017167,0.00271228,0.001867085,4.03200344679018e-05,0.000719908,0.005929615441176468,0.0010025065,7.16893410264197e-06,0.028080408445164864,0.04922070493488108
586,0.000186973312623553,0.00144576,0.001161195,0.001012727,0.00269591,0.001827135,3.99063765618268e-05,0.00074747,0.005946067990196077,0.0009877985,6.95873975098694e-06,0.028066774741244437,0.04929254460600136
587,0.000186954250211805,0.00144476,0.001156335,0.001010577,0.002679325,0.0017867,3.94955838000862e-05,0.000776922,0.005962520539215685,0.000973767,6.75424233221986e-06,0.02805314103732401,0.049267897773383584
588,0.000186940129906806,0.001443965,0.001152175,0.001010352,0.002662535,0.001745695,3.90872899612236e-05,0.000808553,0.005978973088235294,0.000960402,6.55352869723656e-06,0.02803950733340358,0.048995260509657246
589,0.000186918243434058,0.00144336,0.00114859,0.001011927,0.002645625,0.001704415,3.86806979750108e-05,0.0008425335,0.005995425637254902,0.000947644,6.35702702702703e-06,0.027972568974448844,0.04872262324593091
590,0.000186834933634567,0.001442815,0.00114561,0.001014757,0.002628465,0.001663065,3.82737397673417e-05,0.000878894,0.0060118781862745115,0.000935377,6.16569996963255e-06,0.027853812603398906,0.04844998598220457
591,0.000186590652358091,0.001442025,0.00114389,0.001017569,0.002610405,0.001621285,3.78642395519173e-05,0.0009173995,0.006009772259999986,0.0009234075,5.98068630428181e-06,0.027735056232348954,0.04817664839807803
592,0.000186129624399887,0.0014408,0.00114394,0.0010195455,0.002591025,0.001578845,3.74515079707023e-05,0.0009579375,0.006003059619999986,0.0009116125,5.80246583662314e-06,0.027616299861299015,0.04790212704314431
593,0.000185454673820955,0.001438915,0.001145845,0.001019567,0.00257011,0.001535875,3.70329814735028e-05,0.0010008085,0.005996346979999987,0.0008998205,5.62981172183419e-06,0.027497543490249063,0.04762760568821059
594,0.000184536147980796,0.001435805,0.00114933,0.001016583,0.002547255,0.001492395,3.66040499784576e-05,0.0010450975,0.005989634339999988,0.0008877885,5.46194959003948e-06,0.02737878711919911,0.04735308433327687
595,0.000183327449872917,0.001430925,0.001153805,0.0010107445,0.0025222,0.001448385,3.6161805256355e-05,0.0010888085,0.005982921699999988,0.0008754025,5.29926207105983e-06,0.027260030748149172,0.04707856297834315
596,0.000181813753177069,0.00142408,0.001159,0.0010021655,0.00249489,0.001403925,3.57056656613529e-05,0.0011309595,0.005952854666666646,0.0008626335,5.14193136957182e-06,0.027144133928810085,0.04688259490501141
597,0.000179973877435753,0.001415325,0.00116463,0.000991251,0.00246539,0.001359285,3.52367944851357e-05,0.0011712305,0.005896915999999974,0.000849491,4.9915214090495e-06,0.027030104565025415,0.04674023237955319
598,0.000177777463993222,0.001404425,0.001169975,0.000978751,0.002433985,0.001315055,3.4756204222318e-05,0.001208567,0.005840977333333296,0.0008358955,4.84986941998178e-06,0.02691607520124073,0.04659786985409496
599,0.000175216040666478,0.001390955,0.001174275,0.0009653185,0.0024011,0.001271845,3.42644980611805e-05,0.001241465,0.005785038666666624,0.000821729,4.71744306103857e-06,0.026802045837456046,0.04645550732863672
600,0.000172404334933635,0.00137512,0.0011771425,0.00095170275,0.002367665,0.0012306225,3.37718655751831e-05,0.0012692475,0.005721154166666596,0.00080707375,4.59390525356818e-06,0.026688016473671375,0.046313144803178496
601,0.000169543914148546,0.001357535,0.00117801,0.0009392625,0.00233504,0.00119265,3.32917923308919e-05,0.001292015,0.005646569277777708,0.000792169,4.47776191922259e-06,0.02657398710988669,0.046192883086286426
602,0.00016670079073708,0.001338365,0.00117591,0.00092882,0.002303985,0.00115854,3.28241275312365e-05,0.001309245,0.005571984388888812,0.0007771445,4.36730033404191e-06,0.026462522582803454,0.04610409702205126
603,0.000163833662807117,0.001317435,0.001170035,0.000920272,0.002274685,0.001128335,3.23613959500216e-05,0.001319785,0.0054973994999999165,0.000762011,4.26129668994838e-06,0.02636742054198713,0.04601531095781609
604,0.000160953120587405,0.00129505,0.00116047,0.000913456,0.002247335,0.00110192,3.1902068074106e-05,0.00132417,0.00543383283333327,0.0007468545,4.15876708168843e-06,0.026272318501170816,0.045926524893580914
605,0.000158113527252189,0.001271845,0.001147905,0.0009081975,0.002222195,0.00107915,3.14495906936665e-05,0.001324225,0.005377894166666605,0.000731816,4.05897054357728e-06,0.0261772164603545,0.04583773882934574
606,0.000155336063258966,0.001247995,0.00113269,0.000903782,0.002199095,0.001059788,3.10072598018096e-05,0.001320315,0.0053219554999999405,0.0007169065,3.96236866079563e-06,0.02608211441953818,0.04574895276511057
607,0.000152619810787913,0.00122335,0.001114945,0.000898972,0.002177525,0.00104354,3.05789961223611e-05,0.00131165,0.005266016833333269,0.000702045,3.87042818098998e-06,0.025987012378721863,0.045660166700875394
608,0.000149973665631178,0.001198155,0.001095234,0.0008928335,0.00215699,0.0010297975,3.01663937957777e-05,0.001298595,0.005210078166666604,0.0006872875,3.783167324628e-06,0.025891910337905548,0.045655737704918
609,0.000147412877718159,0.001172925,0.0010743975,0.0008848285,0.002137095,0.0010178025,2.9768935803533e-05,0.00128242,0.005144032399999943,0.000672785,3.69944427573641e-06,0.025826567871005044,0.045655737704918
610,0.000144911395086134,0.001148055,0.001052181,0.00087463675,0.002117525,0.0010069875,2.93819258940112e-05,0.0012633625,0.0050769059999999505,0.00065865625,3.61930154873975e-06,0.025855250677734618,0.045655737704918
611,0.000142458415701779,0.00112393,0.0010278715,0.0008621725,0.002098275,0.000997173,2.90027574321413e-05,0.001241095,0.005009779599999958,0.000645026,3.543540844215e-06,0.025883933484464196,0.045655737704918
612,0.000140091075967241,0.00110084,0.0010019315,0.000847535,0.002079315,0.0009881815,2.86365359758725e-05,0.001216125,0.004942653199999966,0.000631941,3.47292742180383e-06,0.025912616291193773,0.045655737704918
613,0.000137847500706015,0.001078982,0.0009753385,0.0008308655,0.0020604,0.0009796375,2.82897673416631e-05,0.00118938,0.004879947128205095,0.000619385,3.40824779836016e-06,0.02594129909792335,0.04561986146830961
614,0.000135754165489975,0.001058533,0.0009493345,0.0008127755,0.002041555,0.0009714275,2.79672554933218e-05,0.0011617,0.004819705487179457,0.000607459,3.35042514424537e-06,0.02596998190465293,0.0455750106502153
615,0.000133820248517368,0.001039659,0.000925559,0.0007942985,0.00202294,0.000963523,2.76720379146919e-05,0.00113395,0.004759463846153819,0.000596361,3.30064075311266e-06,0.025998664711382503,0.04553015983212098
616,0.00013204582038972,0.0010225055,0.0009047455,0.0007765525,0.00200485,0.000955928,2.74028866867729e-05,0.0011069515,0.004699222205128181,0.0005862105,3.25855147282114e-06,0.02602734751811208,0.045485309014026656
617,0.000130422620728608,0.001007197,0.0008867795,0.0007607295,0.00198771,0.0009486835,2.71545454545455e-05,0.001081471,0.004638980564102536,0.000577052,3.22236562405102e-06,0.026056030324841658,0.04544045819593234
618,0.000128945566224231,0.0009937905,0.0008712885,0.000747391,0.0019718,0.000941814,2.69244075829384e-05,0.001057805,0.00457989412499998,0.0005689075,3.19179775280899e-06,0.026052840321692673,0.045395607377838015
619,0.000127615009884214,0.0009823455,0.0008572775,0.0007365795,0.001957355,0.0009353395,2.67126454114606e-05,0.0010358215,0.004530947791666646,0.000561811,3.1688521105375e-06,0.026033757602609953,0.0453507565597437
620,0.000126405888167184,0.000972531,0.00084459,0.0007283885,0.00194434,0.000929191,2.65177725118483e-05,0.0010157035,0.004482001458333315,0.00055567,3.15430914060128e-06,0.026014674883527236,0.045281298093007585
621,0.000125269133013273,0.000963764,0.0008338855,0.0007228195,0.001932375,0.0009231745,2.63360404997846e-05,0.0009977535,0.004433055124999981,0.000550297,3.14722745217127e-06,0.02599559216444452,0.045186196052191256
622,0.000124191753741881,0.000955817,0.000825462,0.0007198285,0.001921375,0.0009171855,2.61663076260233e-05,0.000981977,0.004390340595238081,0.0005456925,3.14796538111145e-06,0.025976509445361798,0.04509109401137493
623,0.000123192600960181,0.000948618,0.000819641,0.0007194095,0.00191152,0.000911233,2.60103188280913e-05,0.000968296,0.0043503844047618895,0.000541982,3.15784391132706e-06,0.02595742672627908,0.04499599197055859
624,0.000122272098277323,0.0009420045,0.000815679,0.0007210305,0.00190281,0.000905332,2.58667384747954e-05,0.0009562075,0.004310428214285698,0.000539103,3.1768630428181e-06,0.025938344007196364,0.04490088992974226
625,0.000121412948319684,0.00093573,0.0008118325,0.0007236635,0.00189507,0.0008995025,2.57312796208531e-05,0.000944825,0.004270472023809507,0.000536813,3.20369875493471e-06,0.025919261288113643,0.044805787888925926
626,0.000120613739056764,0.000929831,0.000807133,0.0007263215,0.00188825,0.000893763,2.55993537268419e-05,0.0009340705,0.004230515833333316,0.000535077,3.23826601882782e-06,0.025893215268636957,0.044710685848109596
627,0.000119885696131036,0.000924562,0.00080137,0.0007281955,0.001882405,0.0008881275,2.54668461869884e-05,0.0009245125,0.004190559642857125,0.000534033,3.28155481324021e-06,0.025783168038065893,0.044537188631040864
628,0.000119230796385202,0.000919976,0.000794741,0.000728934,0.00187747,0.0008825915,2.53319474364498e-05,0.0009163755,0.004152540722222205,0.000533713,3.33345277862132e-06,0.02567312080749483,0.0443102405790928
629,0.000118641979666761,0.0009159235,0.0007881685,0.000728407,0.00187317,0.0008771235,2.51939465747523e-05,0.0009096725,0.004115248277777761,0.0005340385,3.39205587610082e-06,0.025563073576923764,0.04408329252714474
630,0.000118117622140638,0.000912493,0.0007826665,0.000727367,0.00186927,0.0008717435,2.5049181387333e-05,0.000904402,0.00407795583333332,0.000535003,3.45590950501063e-06,0.0254530263463527,0.04385634447519668
631,0.000117662171702909,0.000910004,0.00077885,0.000727251,0.001865695,0.000866514,2.48924601464886e-05,0.0009005345,0.004040663388888876,0.0005366875,3.52488915882174e-06,0.025342979115781636,0.04362086966631762
632,0.000117266026546173,0.000908612,0.0007767035,0.0007286375,0.00186231,0.00086145,2.47209607927617e-05,0.000898012,0.004004879593333319,0.0005390555,3.59838141512299e-06,0.02523293188521057,0.04336119388110993
633,0.000116907865009884,0.0009083695,0.0007757205,0.000731508,0.00185892,0.00085654,2.4533132270573e-05,0.0008967485,0.003973553939999982,0.0005419675,3.67522016398421e-06,0.02512288465463952,0.043101518095902264
634,0.000116576885060717,0.000909343,0.000775375,0.0007351595,0.001855415,0.000851784,2.43190866006032e-05,0.0008966105,0.003942228286666644,0.000545423,3.75576374126936e-06,0.025012837424068457,0.04284184231069457
635,0.000116272239480373,0.0009116015,0.000775202,0.0007384135,0.00185176,0.0008471925,2.40644980611805e-05,0.000897442,0.00391090263333331,0.0005495435,3.84169146674765e-06,0.0249203963451146,0.04263754498200707
636,0.000115985950296526,0.0009150195,0.0007751405,0.000741279,0.0018479,0.000842759,2.37677509694097e-05,0.0008988195,0.0038795769799999727,0.0005543075,3.9333525660492e-06,0.02483028031589244,0.04244811408769816
637,0.000115705450437729,0.000919345,0.0007753965,0.000744569,0.00184378,0.0008384655,2.34350495476088e-05,0.0009001485,0.003848251326666635,0.000559594,4.03015183723049e-06,0.02474016428667028,0.042258683193389254
638,0.000115407017791584,0.000924237,0.0007760235,0.000748051,0.00183937,0.0008343045,2.30703360620422e-05,0.0009014195,0.0038355761333333177,0.000565479,4.13043121773459e-06,0.024650048257448126,0.042359355100934803
639,0.00011505386896357,0.000929205,0.000776968,0.000750672,0.001834675,0.000830275,2.26761309780267e-05,0.000903089,0.003824388399999986,0.0005722235,4.23120558761008e-06,0.024559932228225966,0.042551917084405894
640,0.000114629130189212,0.0009338195,0.000777821,0.000751154,0.001829775,0.0008263615,2.22580137871607e-05,0.0009053995,0.0038132006666666534,0.000579951,4.33108411782569e-06,0.024469816199003805,0.04274447906787697
